0.000000000000000000e+00,-1.900000000000000000e+02,-1.793784409449999941e+02,-1.696098779120000017e+02,-1.606258085059999985e+02,-1.523632316249999974e+02,-1.447642056569999909e+02,-1.377754421639999975e+02,-1.313479321940000091e+02,-1.254366026090000048e+02,-1.200000000000000000e+02,-1.150000000000000000e+02,-1.100000000000000000e+02,-1.050000000000000000e+02,-1.007569390940000034e+02,-9.750000000000000000e+01,-9.500000000000000000e+01,-9.250000000000000000e+01,-9.000000000000000000e+01,-8.750000000000000000e+01,-8.500000000000000000e+01,-8.250000000000000000e+01,-8.000000000000000000e+01,-7.750000000000000000e+01,-7.500000000000000000e+01,-7.250000000000000000e+01,-7.000000000000000000e+01,-6.750000000000000000e+01,-6.500000000000000000e+01,-6.250000000000000000e+01,-6.000000000000000000e+01,-5.750000000000000000e+01,-5.500000000000000000e+01,-5.250000000000000000e+01,-5.000000000000000000e+01,-4.750000000000000000e+01,-4.500000000000000000e+01,-4.250000000000000000e+01,-3.924306090569999839e+01,-3.500000000000000000e+01,-3.075693909430000161e+01,-2.750000000000000000e+01,-2.500000000000000000e+01,-2.250000000000000000e+01,-2.000000000000000000e+01,-1.750000000000000000e+01,-1.500000000000000000e+01,-1.250000000000000000e+01,-1.000000000000000000e+01,-7.500000000000000000e+00,-5.000000000000000000e+00,-2.500000000000000000e+00,2.664535259099999805e-15,2.500000000000000000e+00,5.000000000000000000e+00,7.500000000000000000e+00,1.000000000000000000e+01,1.250000000000000000e+01,1.500000000000000000e+01,1.750000000000000000e+01,2.000000000000000000e+01,2.250000000000000000e+01,2.500000000000000000e+01,2.750000000000000000e+01,3.075693909430000161e+01,3.500000000000000000e+01,3.924306090569999839e+01,4.250000000000000000e+01,4.500000000000000000e+01,4.750000000000000000e+01,5.000000000000000000e+01,5.250000000000000000e+01,5.500000000000000000e+01,5.750000000000000000e+01,6.000000000000000000e+01,6.250000000000000000e+01,6.500000000000000000e+01,6.750000000000000000e+01,7.000000000000000000e+01,7.250000000000000000e+01,7.500000000000000000e+01,7.750000000000000000e+01,8.000000000000000000e+01,8.250000000000000000e+01,8.500000000000000000e+01,8.750000000000000000e+01,9.000000000000000000e+01,9.250000000000000000e+01,9.500000000000000000e+01,9.750000000000000000e+01,1.007569390940000034e+02,1.050000000000000000e+02,1.100000000000000000e+02,1.150000000000000000e+02,1.200000000000000000e+02,1.254366026090000048e+02,1.313479321940000091e+02,1.377754421639999975e+02,1.447642056569999909e+02,1.523632316249999974e+02,1.606258085059999985e+02,1.696098779120000017e+02,1.793784409449999941e+02,1.900000000000000000e+02
-7.000000000000000000e+01,-1.724940402000108008e-03,-1.736901600250639888e-03,-1.767881321748987489e-03,-1.811406361750478311e-03,-1.863901035751069912e-03,-1.925997525000333610e-03,-2.004218568250060173e-03,-2.130836311749817469e-03,-3.119597557749820282e-03,-3.296701303249882642e-03,-3.306244943249936341e-03,-3.350918659749346773e-03,-3.411973763500775192e-03,-3.469905640000270353e-03,-3.516029588750413382e-03,-3.551643211999966354e-03,-3.586992567250923969e-03,-3.621678380999249214e-03,-3.655346449249030627e-03,-3.687689410249994637e-03,-3.718449297751114102e-03,-3.747419412250430071e-03,-3.774444869250714873e-03,-3.799421724499651987e-03,-3.822294917750213017e-03,-3.843055408000672912e-03,-3.861736875999888241e-03,-3.878412279500587090e-03,-3.893190388000178359e-03,-3.906212257000163390e-03,-3.917647451000760839e-03,-3.927689717250437695e-03,-3.936551782500075092e-03,-3.944459001499645012e-03,-3.951641773499936505e-03,-3.958326880999507580e-03,-3.964728214749690949e-03,-3.972929775001077246e-03,-3.983900767500436757e-03,-3.995680368750420541e-03,-4.005360405999525142e-03,-4.013121838250199858e-03,-4.021106910499838705e-03,-4.029230386000115516e-03,-4.037394702000263180e-03,-4.045498764000399206e-03,-4.053445803999800034e-03,-4.061149781499295841e-03,-4.068540110750085148e-03,-4.075564742500148441e-03,-4.082191816751290503e-03,-4.088410174000856045e-03,-4.094229009750982584e-03,-4.099676877249436302e-03,-4.104800140000364195e-03,-4.109660841250750707e-03,-4.114333865249619748e-03,-4.118903183000455215e-03,-4.123456979500339514e-03,-4.128081533750105336e-03,-4.132853883749731949e-03,-4.137833556999481743e-03,-4.143053899499982151e-03,-4.150214108251226719e-03,-4.159989306748990145e-03,-4.169679856249608463e-03,-4.176386659500153087e-03,-4.180708689499823549e-03,-4.184017353250801818e-03,-4.185999329999745555e-03,-4.186335451000111618e-03,-4.184711930000695190e-03,-4.180830472500396411e-03,-4.174416784750611953e-03,-4.165227369750112985e-03,-4.153054804750588858e-03,-4.137731909001018948e-03,-4.119135269750273665e-03,-4.097188542750096474e-03,-4.071865800749918662e-03,-4.043194991749210487e-03,-4.011261353499051552e-03,-3.976210414500691570e-03,-3.938250086500616476e-03,-3.897651308499838763e-03,-3.854746855750157408e-03,-3.809928254000283232e-03,-3.763641334249889780e-03,-3.716381791999623374e-03,-3.654169799250261974e-03,-3.574035041000733770e-03,-3.485485487249917469e-03,-3.412005191499645207e-03,-3.370744405000181132e-03,-3.140697352500332329e-03,-2.152049928500154863e-03,-2.018509962499415167e-03,-1.932286580750286475e-03,-1.863105090250449791e-03,-1.805135028250859364e-03,-1.757906035000367240e-03,-1.724845755000536940e-03,-1.712208002749626701e-03
-6.028210208550000004e+01,-1.738708383500764398e-03,-1.752189260250780478e-03,-1.786753955750342016e-03,-1.834150784000954104e-03,-1.889448969250473453e-03,-1.953329702500283815e-03,-2.032882865500518221e-03,-2.161194604250127327e-03,-3.162921192999768039e-03,-3.346295296500656491e-03,-3.359458452749208845e-03,-3.409353640750900638e-03,-3.477186270000487411e-03,-3.541817619999498845e-03,-3.593406277750510469e-03,-3.633249694749984826e-03,-3.672748869999686860e-03,-3.711395587250976291e-03,-3.748736092500593031e-03,-3.784379335250775966e-03,-3.818003566750327593e-03,-3.849359459500156788e-03,-3.878269419501201298e-03,-3.904623798500317378e-03,-3.928375207250311973e-03,-3.949532184750026431e-03,-3.968153264000129354e-03,-3.984342093499293469e-03,-3.998243843250648411e-03,-4.010042700000049365e-03,-4.019959847500587102e-03,-4.028251004250194001e-03,-4.035202403000148763e-03,-4.041124129500417439e-03,-4.046340089251643235e-03,-4.051174568999726944e-03,-4.055936254250269712e-03,-4.062444812251264636e-03,-4.072174304500464359e-03,-4.083930100750698955e-03,-4.094340602249779693e-03,-4.103013663750765261e-03,-4.112136095999474605e-03,-4.121535015999988616e-03,-4.131024717000109092e-03,-4.140422589499870298e-03,-4.149562170500331604e-03,-4.158302388500345614e-03,-4.166532947500023454e-03,-4.174176476499980026e-03,-4.181188404249525092e-03,-4.187555561500744261e-03,-4.193294338000086441e-03,-4.198448921751030127e-03,-4.203089823500150146e-03,-4.207312535750240556e-03,-4.211235860250184260e-03,-4.214999172250877280e-03,-4.218757761500491199e-03,-4.222675427999256215e-03,-4.226913861750780654e-03,-4.231618964499972435e-03,-4.236905074250785219e-03,-4.244763086751035530e-03,-4.256631885001027626e-03,-4.269764158500777285e-03,-4.279855034249990808e-03,-4.287075025501074776e-03,-4.293431650000734123e-03,-4.298492455251157196e-03,-4.301819772249970697e-03,-4.302989495750253468e-03,-4.301606292000492715e-03,-4.297314298750798400e-03,-4.289803513250589617e-03,-4.278812891750582992e-03,-4.264131599250653437e-03,-4.245599868250238274e-03,-4.223110661750517636e-03,-4.196612908001107201e-03,-4.166116569000344327e-03,-4.131699248749676201e-03,-4.093513512001045740e-03,-4.051793609749942959e-03,-4.006860003249457236e-03,-3.959120115499814574e-03,-3.909064271999440621e-03,-3.857256937000563823e-03,-3.804325023249788273e-03,-3.734697453000812573e-03,-3.645283598749493592e-03,-3.547008800000028828e-03,-3.465595845000279951e-03,-3.418247701501009317e-03,-3.179343036499915343e-03,-2.179095564750710423e-03,-2.043791191000288165e-03,-1.956326868500113392e-03,-1.885654388249946578e-03,-1.825317305750751018e-03,-1.774705981749669093e-03,-1.738458267250386768e-03,-1.724460113999626287e-03
-5.158304973340000288e+01,-1.774927509500479061e-03,-1.793195798249769268e-03,-1.839339599500000588e-03,-1.899374118750074558e-03,-1.963144829499441357e-03,-2.031840400748663455e-03,-2.114557134750505440e-03,-2.246832119250363746e-03,-3.284105424750549673e-03,-3.482985255748971554e-03,-3.504985909749791517e-03,-3.568990946750005833e-03,-3.656438998500988191e-03,-3.741327872250010955e-03,-3.809819622000887307e-03,-3.862876385250402222e-03,-3.915385970249651848e-03,-3.966433680249181748e-03,-4.015200799000417931e-03,-4.061003390000372804e-03,-4.103315335250989904e-03,-4.141772011999833580e-03,-4.176157494250709590e-03,-4.206381633249378638e-03,-4.232453851749973239e-03,-4.254459216999961768e-03,-4.272540459250073752e-03,-4.286887840749820100e-03,-4.297737275249069455e-03,-4.305375804499966819e-03,-4.310152245250442604e-03,-4.312489397750418618e-03,-4.312892803499224215e-03,-4.311950148750298695e-03,-4.310315969499711741e-03,-4.308679229500178565e-03,-4.307716468500366602e-03,-4.308389125500688976e-03,-4.314116087499542118e-03,-4.326439541000759448e-03,-4.340054314499575128e-03,-4.352442016000601654e-03,-4.366044011500314070e-03,-4.380333822500581675e-03,-4.394781422500493306e-03,-4.408901201500725620e-03,-4.422285301751038844e-03,-4.434619568749909035e-03,-4.445684402750949005e-03,-4.455345604500671186e-03,-4.463540777000396531e-03,-4.470265882750013020e-03,-4.475565089000710373e-03,-4.479525603000134026e-03,-4.482277967250425377e-03,-4.484001172000873225e-03,-4.484930809249831896e-03,-4.485367231501058427e-03,-4.485679447999935121e-03,-4.486299734750787138e-03,-4.487704498498779060e-03,-4.490379585250892092e-03,-4.494772859001017196e-03,-4.503609236250483150e-03,-4.521053907250660586e-03,-4.544790230750272997e-03,-4.565819147750893592e-03,-4.582564148750911670e-03,-4.599002477750246953e-03,-4.614251635500110638e-03,-4.627440390999382203e-03,-4.637762742250473025e-03,-4.644513494749702431e-03,-4.647102488000598441e-03,-4.645050818750107169e-03,-4.637975906000235682e-03,-4.625572844000558348e-03,-4.607598294499304359e-03,-4.583861353250284765e-03,-4.554224037999432539e-03,-4.518612427750312577e-03,-4.477037905498804093e-03,-4.429626150750820557e-03,-4.376649381001129768e-03,-4.318555080250696676e-03,-4.255982860750684438e-03,-4.189761608500930379e-03,-4.120883076499382014e-03,-4.050455635499439211e-03,-3.958137149750129424e-03,-3.840847017999138302e-03,-3.714338208750334047e-03,-3.611021523500568264e-03,-3.547944805250224931e-03,-3.286783717000751892e-03,-2.254958936750206533e-03,-2.115698989499925631e-03,-2.025540025499594776e-03,-1.951034078249591630e-03,-1.883561207499440115e-03,-1.821791533749284042e-03,-1.775142541999841228e-03,-1.756819665750697368e-03
-4.379602495790000205e+01,-1.826952003499471289e-03,-1.854199655250354795e-03,-1.923198739000930857e-03,-2.009162523250118682e-03,-2.088148879500373312e-03,-2.164016859750539368e-03,-2.250447484249740171e-03,-2.387173466250835929e-03,-3.479532936000673260e-03,-3.697721812250698292e-03,-3.729584716749556605e-03,-3.814004155000993990e-03,-3.934280011750779238e-03,-4.056044920750956351e-03,-4.156628035750564720e-03,-4.235221867751270963e-03,-4.313022017000456287e-03,-4.388074511500583696e-03,-4.458652062250045844e-03,-4.523405129000401814e-03,-4.581430883749959548e-03,-4.632253550749254600e-03,-4.675743828999934237e-03,-4.712013819250238100e-03,-4.741316250499671980e-03,-4.763964871750125951e-03,-4.780283272500795988e-03,-4.790583823500504934e-03,-4.795175939250384545e-03,-4.794401646999624234e-03,-4.788694571500329289e-03,-4.778654203000165523e-03,-4.765119902249814743e-03,-4.749219922250524917e-03,-4.732365249999759271e-03,-4.716166107749941716e-03,-4.702277635000307043e-03,-4.689926026999913233e-03,-4.687455816499763728e-03,-4.702809551000441957e-03,-4.725444002750656125e-03,-4.747652564501159134e-03,-4.772687207249326491e-03,-4.799052708250428623e-03,-4.825316593250583708e-03,-4.850265830000033418e-03,-4.872993197250430342e-03,-4.892907022250092552e-03,-4.909686257250633901e-03,-4.923210614999895540e-03,-4.933489764250786891e-03,-4.940606144001158384e-03,-4.944678221250775607e-03,-4.945846400500997220e-03,-4.944281604999822832e-03,-4.940215313251172802e-03,-4.933987907249637317e-03,-4.926108231250836411e-03,-4.917310536499464035e-03,-4.908586848499929545e-03,-4.901168124499477585e-03,-4.896435099250417977e-03,-4.895765614500113827e-03,-4.902785100500572923e-03,-4.927995115999728171e-03,-4.971750717250422724e-03,-5.015053560250670728e-03,-5.051640013999936230e-03,-5.089195827000736472e-03,-5.125671881500259985e-03,-5.159123776500074143e-03,-5.187891066500860404e-03,-5.210688504500460283e-03,-5.226602356249721026e-03,-5.235020045500249353e-03,-5.235530883998862350e-03,-5.227828455500294069e-03,-5.211633590249675763e-03,-5.186647550500467219e-03,-5.152539762999452932e-03,-5.108972158250679740e-03,-5.055660780749704486e-03,-4.992472492000743500e-03,-4.919548007249474608e-03,-4.837431123999813565e-03,-4.747169707250087356e-03,-4.650344750750434741e-03,-4.548993897000030984e-03,-4.445436202749952770e-03,-4.310792125250983986e-03,-4.143293105750345262e-03,-3.969139784250508285e-03,-3.832340797750077854e-03,-3.748372256000109815e-03,-3.458408877499152823e-03,-2.378355578750657173e-03,-2.235243019500288142e-03,-2.142661538250045794e-03,-2.062909693999692706e-03,-1.982601715750043070e-03,-1.897562600750468675e-03,-1.830103581750286423e-03,-1.803574721250811308e-03
-3.682540880349999668e+01,-1.888168280500757135e-03,-1.929421551250420919e-03,-2.036880099500315566e-03,-2.170069920000017305e-03,-2.272058399500842540e-03,-2.356475024750892544e-03,-2.446107010250386793e-03,-2.586352825249882414e-03,-3.751096266750408859e-03,-3.986292559750026498e-03,-4.022073653500157775e-03,-4.128246694749648782e-03,-4.294435947750585569e-03,-4.474588254250733144e-03,-4.629095711500497146e-03,-4.751698288000483217e-03,-4.873414410999643565e-03,-4.989804366250183421e-03,-5.097017049249252807e-03,-5.192354936499832263e-03,-5.274443526249505965e-03,-5.343037577250520087e-03,-5.398653952000564971e-03,-5.442195914750591612e-03,-5.474654072751050649e-03,-5.496906539749879528e-03,-5.509610288000565959e-03,-5.513168803750190250e-03,-5.507766787499868144e-03,-5.493471963249341172e-03,-5.470410134250869305e-03,-5.439014921249984980e-03,-5.400328979500379489e-03,-5.356282768250508752e-03,-5.309813260750750885e-03,-5.264668233750491311e-03,-5.224876616999551970e-03,-5.186615549499506983e-03,-5.169002466249850158e-03,-5.193103817499711283e-03,-5.236615320749926639e-03,-5.280752857498960395e-03,-5.330649860750824587e-03,-5.382436436749848951e-03,-5.432551995000700629e-03,-5.478275693749701247e-03,-5.517926032999831421e-03,-5.550750057250475322e-03,-5.576655909500516373e-03,-5.595925320251105006e-03,-5.608978897499561356e-03,-5.616216098499826614e-03,-5.617926294501529583e-03,-5.614261228500616596e-03,-5.605263220499701049e-03,-5.590950631500390955e-03,-5.571466406500746871e-03,-5.547290390999215504e-03,-5.519493505499184494e-03,-5.489966439251148245e-03,-5.461499277750192505e-03,-5.437575199249700120e-03,-5.421864169498746833e-03,-5.418635984250741444e-03,-5.451344753500286799e-03,-5.528499260250896441e-03,-5.612328469999816605e-03,-5.685861912751555280e-03,-5.762830104250049601e-03,-5.838386410749407673e-03,-5.908113447000928886e-03,-5.968649697000394383e-03,-6.017903190499218624e-03,-6.054880757750069620e-03,-6.079325886750197583e-03,-6.091335371749551086e-03,-6.091044925750743744e-03,-6.078410760250285705e-03,-6.053083664249392370e-03,-6.014366458750863842e-03,-5.961253392000820384e-03,-5.892561744249569244e-03,-5.807173178000724079e-03,-5.704394714500793384e-03,-5.584413059000148394e-03,-5.448741556000058495e-03,-5.300463789000176007e-03,-5.144047074749913406e-03,-4.984684884250967229e-03,-4.780363276250199078e-03,-4.534365995500166946e-03,-4.292480613250049259e-03,-4.115098250750293118e-03,-4.012082157749397027e-03,-3.694468362249736515e-03,-2.552456942000347340e-03,-2.407706326250647066e-03,-2.314503054000383031e-03,-2.229247291000824305e-03,-2.129425513749616528e-03,-2.001300984499465585e-03,-1.898394907501099738e-03,-1.858935055999211272e-03
-3.058560721390000126e+01,-1.951395705499514577e-03,-2.011096277001023225e-03,-2.174101680250117852e-03,-2.384022035250232818e-03,-2.515224145249739252e-03,-2.607778045500275255e-03,-2.699656235000347237e-03,-2.842308898250323068e-03,-4.093119434500636089e-03,-4.337923833500845205e-03,-4.362468125750140757e-03,-4.483568207749755175e-03,-4.704882106249641538e-03,-4.966896648250340718e-03,-5.202678860750431511e-03,-5.393854820749943713e-03,-5.584753578999901436e-03,-5.765477122249507147e-03,-5.927519704499673026e-03,-6.065833773000406381e-03,-6.179038498498989895e-03,-6.268380020749475534e-03,-6.336441140999404809e-03,-6.386123700499624078e-03,-6.420012310500489150e-03,-6.440044199250927193e-03,-6.447376234999246947e-03,-6.442369493250943435e-03,-6.424658297249585814e-03,-6.393318266749936640e-03,-6.347190561750259974e-03,-6.285444377499338486e-03,-6.208430140749676696e-03,-6.118721593250775470e-03,-6.021903152249485913e-03,-5.926277494250342670e-03,-5.841017303501061519e-03,-5.757717610251233964e-03,-5.715254704000471975e-03,-5.757307053499971516e-03,-5.840321505249157497e-03,-5.925460845499941342e-03,-6.021157577251301518e-03,-6.118394006749738878e-03,-6.209061959500772332e-03,-6.287798741499983635e-03,-6.352280820499878189e-03,-6.402451034000833374e-03,-6.439499416750038563e-03,-6.465038333249850666e-03,-6.480573154500568478e-03,-6.487216189750455442e-03,-6.485560976001281119e-03,-6.475655954250925106e-03,-6.457053750001051640e-03,-6.428951324250142818e-03,-6.390471677249820459e-03,-6.341157770500593926e-03,-6.281720787749911494e-03,-6.214945377501557289e-03,-6.146349174749765609e-03,-6.083857812249959807e-03,-6.036081670750093053e-03,-6.007241074000191361e-03,-6.043443690999517059e-03,-6.170280500001013024e-03,-6.319792745500762976e-03,-6.454744077250218481e-03,-6.597401302999905681e-03,-6.736845452000039813e-03,-6.863361197249950862e-03,-6.970655812249759720e-03,-7.056156937250257499e-03,-7.119994068499835294e-03,-7.163686323250040289e-03,-7.189080360999966501e-03,-7.197658201250511922e-03,-7.190144824499533627e-03,-7.166310269501430241e-03,-7.124892726250386943e-03,-7.063622205750519356e-03,-6.979382875499595684e-03,-6.868609006750681090e-03,-6.728045571749774467e-03,-6.555965609500447044e-03,-6.353718637250871382e-03,-6.126991118749813836e-03,-5.885592684000684471e-03,-5.641036070500149435e-03,-5.333698867000968846e-03,-4.979017035500632460e-03,-4.653695184999584455e-03,-4.437070972000967117e-03,-4.326352893250451359e-03,-3.989266339500474601e-03,-2.775666663749731811e-03,-2.632247300749845920e-03,-2.540822152749200313e-03,-2.451413909249744449e-03,-2.326695116500410165e-03,-2.127633339500611953e-03,-1.973054477749869307e-03,-1.916428939500391948e-03
-2.500000000000000000e+01,-2.009652201750533607e-03,-2.089239126750186415e-03,-2.317582977999776972e-03,-2.630739793250569392e-03,-2.790834918249274210e-03,-2.888968954500192865e-03,-2.982441571750982234e-03,-3.127586048250918793e-03,-4.469802597499850094e-03,-4.716830907000257866e-03,-4.710747931500947061e-03,-4.834059962501413565e-03,-5.110927888249960915e-03,-5.468827288249933360e-03,-5.806961807499178008e-03,-6.088011886000721518e-03,-6.371110078500663576e-03,-6.636403969250359580e-03,-6.866508894250777928e-03,-7.053448044501031688e-03,-7.197774740500761936e-03,-7.304744760000758674e-03,-7.381045521751339322e-03,-7.432887039749758173e-03,-7.465150683999333125e-03,-7.481128656251279097e-03,-7.482517010250155920e-03,-7.469480834750186204e-03,-7.440731597250227480e-03,-7.393656439499629585e-03,-7.324645535250695616e-03,-7.229890401000638178e-03,-7.107024966999553328e-03,-6.957832234250282966e-03,-6.791307578999372652e-03,-6.624140036000980558e-03,-6.474634123999400970e-03,-6.328963977249912887e-03,-6.253711024250208084e-03,-6.322127409750244453e-03,-6.462239315750295532e-03,-6.607267717749998326e-03,-6.769852888500516030e-03,-6.931857526001117265e-03,-7.076816185249690250e-03,-7.195956440000372822e-03,-7.287716570000490890e-03,-7.354712694750631385e-03,-7.401071901500522188e-03,-7.430835035750149586e-03,-7.447209320000425237e-03,-7.452304128249487292e-03,-7.447081355001827774e-03,-7.431375259750794271e-03,-7.403935235751113453e-03,-7.362528551250413500e-03,-7.304231725750121029e-03,-7.226149370750611922e-03,-7.126883357750024572e-03,-7.008935650750558466e-03,-6.881388277750311033e-03,-6.760212125999309762e-03,-6.662667567500335508e-03,-6.592255610749830907e-03,-6.625900643751236885e-03,-6.813831760250188552e-03,-7.050379635750836371e-03,-7.269296128750823982e-03,-7.502582415499503554e-03,-7.728450400749764526e-03,-7.927324715000239053e-03,-8.089196010500288025e-03,-8.212892313001596278e-03,-8.302222682001314524e-03,-8.362613569500076949e-03,-8.399092468249769183e-03,-8.415326470500694711e-03,-8.413246043750710612e-03,-8.392911579000461586e-03,-8.352439571749137315e-03,-8.287937130750044901e-03,-8.193515215250357642e-03,-8.061597249249707886e-03,-7.883926820499986832e-03,-7.653835270750697362e-03,-7.370139758251070816e-03,-7.041727835499500543e-03,-6.688670403750762716e-03,-6.334062213000812847e-03,-5.898836067750323764e-03,-5.418121700749622960e-03,-5.006173121749668553e-03,-4.760128745999736566e-03,-4.658725719499656748e-03,-4.312227720500771966e-03,-3.024695128000409738e-03,-2.884138748499687210e-03,-2.796023897750465892e-03,-2.705272568499950125e-03,-2.556007241500068972e-03,-2.260617285500643447e-03,-2.044857101250130427e-03,-1.969620694500129332e-03
-2.000000000000000000e+01,-2.057887230501265208e-03,-2.154271258000051148e-03,-2.439687793249767367e-03,-2.850709718749122601e-03,-3.030821293250163251e-03,-3.131448830750116485e-03,-3.226323694249799701e-03,-3.374805337000630345e-03,-4.796971009000117192e-03,-5.046152422750083133e-03,-5.005780508250623484e-03,-5.126657406250956228e-03,-5.450566590750050011e-03,-5.893519754750720097e-03,-6.325580736250557834e-03,-6.691453517250423033e-03,-7.062935299500416875e-03,-7.408220464999892840e-03,-7.697997632249986566e-03,-7.922966320750290947e-03,-8.088191098249986055e-03,-8.204478148500449208e-03,-8.283068883250699344e-03,-8.333332228749767978e-03,-8.362109915500681723e-03,-8.373752441750426101e-03,-8.370333889500258806e-03,-8.351820392249464931e-03,-8.316129682500950082e-03,-8.259133952750019603e-03,-8.174797134250511021e-03,-8.055868945750610521e-03,-7.895915117249963089e-03,-7.693753036749129137e-03,-7.460473090250552275e-03,-7.223718334000928110e-03,-7.012487174250736643e-03,-6.808331924999855289e-03,-6.703290076750967330e-03,-6.796531058751220655e-03,-6.991014963999120368e-03,-7.194327358000407457e-03,-7.422783977999891647e-03,-7.647577557249540803e-03,-7.841340696499443652e-03,-7.993196924999779185e-03,-8.104499589499880585e-03,-8.181868675000814051e-03,-8.232810114999544737e-03,-8.263738366250272804e-03,-8.279343473250655450e-03,-8.282534005750186168e-03,-8.274543314001014949e-03,-8.255015631499773576e-03,-8.222020920249484277e-03,-8.172044397499966806e-03,-8.100118066000305816e-03,-8.000465145499013886e-03,-7.868341333499451196e-03,-7.704004549500709231e-03,-7.518931916750126732e-03,-7.339458547000354827e-03,-7.192846495750693236e-03,-7.081901193250139670e-03,-7.111578113000227575e-03,-7.354193060749913968e-03,-7.671448660751423176e-03,-7.970298547999909999e-03,-8.291037524499778044e-03,-8.599047327500386473e-03,-8.861755420499939362e-03,-9.067084217250886979e-03,-9.217938982750695232e-03,-9.323445620749382101e-03,-9.393470151501048804e-03,-9.436150067250181905e-03,-9.457088002500668722e-03,-9.459231179499205666e-03,-9.442909937500409967e-03,-9.405798229249029418e-03,-9.342731126250392037e-03,-9.245453812499526691e-03,-9.102571419749239112e-03,-8.900311583500908341e-03,-8.625250850249344126e-03,-8.270618894751002870e-03,-7.846584617000829098e-03,-7.387077953250553719e-03,-6.929162511500663868e-03,-6.377174751250436202e-03,-5.785086564750407945e-03,-5.299109708751359449e-03,-5.031311990999931538e-03,-4.944794911000194304e-03,-4.592129634749753109e-03,-3.240978263999494402e-03,-3.102389523500725943e-03,-3.017277922500838372e-03,-2.927500043249153805e-03,-2.761509974749110086e-03,-2.374256286000964167e-03,-2.104798886249703571e-03,-2.013773135749907794e-03
-1.517388520089999915e+01,-2.096946867498949985e-03,-2.204992112751824607e-03,-2.525421279999662261e-03,-2.982587758500798714e-03,-3.173330481000213865e-03,-3.275400532749550564e-03,-3.371430678250852964e-03,-3.523000815000010277e-03,-4.998787991000952502e-03,-5.256648786000184259e-03,-5.212536168250458957e-03,-5.345653627500723815e-03,-5.707894243250244415e-03,-6.206431600750406119e-03,-6.692542110000587741e-03,-7.102412216998921224e-03,-7.515886375751179571e-03,-7.896888046749594992e-03,-8.213562610249525164e-03,-8.456283941750797339e-03,-8.631540647999536020e-03,-8.752244645999773809e-03,-8.831634638499785694e-03,-8.880626110250311456e-03,-8.907102164500635411e-03,-8.916011545000657179e-03,-8.909660515249662183e-03,-8.887929323500465273e-03,-8.848340314250080496e-03,-8.786042117500336701e-03,-8.693940136750732961e-03,-8.563476375250012040e-03,-8.386963304250372175e-03,-8.162636446249926792e-03,-7.902421066249942783e-03,-7.636411850000968116e-03,-7.397397167749453217e-03,-7.164779624000416902e-03,-7.044071433500498358e-03,-7.149687277499872096e-03,-7.370029205250538951e-03,-7.599054512750669232e-03,-7.854616252249257968e-03,-8.104091843749827717e-03,-8.317623344000324437e-03,-8.483467690250101612e-03,-8.603530005250270563e-03,-8.685651928249882303e-03,-8.738615828999485302e-03,-8.769868756998810966e-03,-8.784812110750550573e-03,-8.786764960250437184e-03,-8.777110675249666372e-03,-8.755407790750346919e-03,-8.719404780250350484e-03,-8.665014519250391345e-03,-8.586448908999955165e-03,-8.476952783251334722e-03,-8.330923827499780998e-03,-8.148417180749767397e-03,-7.941966097249952838e-03,-7.740310652000204072e-03,-7.574262252749264235e-03,-7.447252601999743149e-03,-7.479451819500049226e-03,-7.754628720750389448e-03,-8.114032767499779197e-03,-8.450821412750109118e-03,-8.809911951750848402e-03,-9.152156219000673332e-03,-9.442162249500007931e-03,-9.667120277749852164e-03,-9.830956691749825893e-03,-9.944590976499689816e-03,-1.001967842025042188e-02,-1.006577618950021957e-02,-1.008944805924993915e-02,-1.009416826675035850e-02,-1.008039558550066772e-02,-1.004553207950031890e-02,-9.983686925250978561e-03,-9.885332522999945581e-03,-9.737175326749891724e-03,-9.522975600249949935e-03,-9.226675040999943178e-03,-8.839645039250498826e-03,-8.372268929750070754e-03,-7.861363355499584316e-03,-7.348963141500242102e-03,-6.728709932250609427e-03,-6.063177359500571129e-03,-5.519882938499698355e-03,-5.223682823999098446e-03,-5.129348778000419884e-03,-4.764712730500164639e-03,-3.370549323750360315e-03,-3.232289654750530872e-03,-3.148826240000346388e-03,-3.059748544250950886e-03,-2.884959125250219358e-03,-2.454176748499570238e-03,-2.151608287499051642e-03,-2.049569484500857186e-03
